docid,sentence,category
17,Under Section 12 of TADA the Designated Court has the jurisdiction not only to try the cases under TADA but also to try offences under the Indian Penal Code if the offence under TADA is connected with such other offences,1
17,The amplitude of powers available to this Court under Article 142 of the Constitution of India is normally speaking not conditioned by any statutory provision but it cannot be lost sight of that this Court exercises jurisdiction under Article 142 of the Constitution with a view to do justice between the parties but not in disregard of the relevant statutory provisions,1
17,"The transfer of the appeal to the High Court,after hearing the appeal on merits and finding that Section 3 of TADA on the basis of the evidence led by the prosecution,was not made out,is neither desirable nor proper nor permissible let alone justified",1
17,There cannot be piece meal hearing of an appeal on merits -first by this Court to determine if an offence under TADA is made out or not and then by the High Court,1
17,"The submission of the learned counsel is,thus,devoid of merits and is consequently rejected",4
18,These three appeals by special leave are directed against one and the same judgment dated 25.09.l992 of the Division Bench of Calcutta High Court,6
18,"The three appellants are the State of West Bengal in appeal arising out of SLP (C) No.401 of 1993,the State Fishery Development Corporation Ltd.in appeal arising out of SLP (C) No.13516 of 1992 and Bansilal Farms in appeal arising out of SLP (C) No.13314 of 1992",6
18,The respondents are the members of one Sarkar family in the city of Calcutta,6
18,The dispute centres around a fishery called Nalban Fishery,6
18,"A suit for partition was filed by one of the Co-sharers of said Sarkar family in the High Court of Calcutta on 3.9.1955,which was registered as Suit No.2539 of 1955.The schedule of properties included the disputed Nalban Fishery",6
18,"A learned Single Judge of the Calcutta High Court passed a preliminary decree in the said suit on 11.8.1960.One of the Co-sharers of the Sarkar family preferred an appeal against the preliminary decree before the Division Bench which was registered as Appeal No,200 of 1960.During the pendency of the aforesaid appeal the State of West",6
18,"Bengal requisitioned large extent of fisheries including the disputed Nalban Fishery on 5.11.1969 in exercise of power under Section 3(1) of the West Bengal Land Requisition and Acquisition Act of 1948 (hereinafter referred to as 'the Requisition Act').Pursuant to the aforesaid requisition order the State of West Bengal took possession of the Nalban Fishery on 8.11.1969.Members of the Sarkar family challenged the order of requisition by filing a writ petition in Calcutta High Court in November,1969 which was registered as Civil Rule No.7317 (W) of 1969.The aforesaid writ petition was dismissed by the learned Single Judge",6
18,The appeal to the Division Bench was preferred against the aforesaid order of dismissal which was registered as F.M.A.No.126 of 1970.The Division Bench dismissed the appeal by its order dated 5.7.1971.Sarkar family moved this Court in SLP (C,6
18,No.1452 of 1972.By order dated 17.11.1972,6
18,this Court dismissed the special leave petition,6
18,The appeal arising out of the petition suit bearing Suit No.2539 of 1955 which had been registered as appeal No.200 of 1960 was finally disposed of by the Division Bench and the said order was assailed in this Court in SLP (C) Nos.5370 & 5371 of 1978.The said two appeals arising out of the said two special leave petitions were disposed of by order dated 18.4.1979 on the basis of a compromise arrived at between the parties on intervention of Shri Ashok Sen who appearing for one of the parties but it was indicated in the order that the State's right in relation to the fisheries will not be affected by the decree in question,6
18,"This Court further ordered: ""we again wish to re-emphasize that the terms of the decree shall not effect the rights of the State of West Bengal,in any manner whatsoever to the fisheries in question,if they have vested in State under the provisions of the West Bengal Estate Acquisition Act of 1953 (Act X of 1954",3
18,"Prior to the passing of the aforesaid order on April 18,1979 while granting special leave petition on 10.11.1978 this Court had directed that the State of West Bengal will be made a party to the proceeding and further the Collector Parganas was appointed as Receiver in respect of the fisheries owned by the Sarkar family",6
18,The Court had also further directed that the Collector will be the Receiver in respect of the fisheries which has not already been vested in the State and whose Possession has not already been taken over by the State,6
18,Pursuant to the aforesaid order appointing Collector 24 Parganas as Receiver,6
18,the Collector 24 Parganas took possession of the fisheries including Nalban Fishery as Receiver and submitted a compliance report dated 22.11.1978 to the Registrar of this Court,6
18,"It may be noted that Nalban Fishery had been requisitioned by the State of West Bengal under the provisions of Requisition Act since 5.11.1969 and possession thereof had been taken on 8.11.1969 and the Sarkar family had challenged the said order unsuccessfully which final by the dismissal of the special leave petition by this Court on 17.11.1972.On 25.5.1979 the Collector 24 Parganas who had been appointed as Receiver realised that he could not have taken possession of Nalban Fishery as Receiver since the said fishery had already been in possession of the State of West Bengal pursuant to requisition order dated 5.11.1969.Obviously,the earlier compliance report dated 20.11.1978 that the Receiver has taken possession of the Nalban Fishery was a symbolic one inasmuch as the State of West",6
